time,distance,speed
0.4458775192977928,18.39,41.24451044080938
0.5092406589482779,18.39,36.11259171249289
0.45283418764141503,18.39,40.61089136353471
0.4790285730679996,18.39,38.390194309744196
0.42659440039111424,18.39,43.108864024327346
0.5068617416707389,18.39,36.28208343242106
0.44001538269228707,18.39,41.79399339968201
0.4206962825008498,18.39,43.713245790240265
0.4237523309934749,18.39,43.39799136180604
0.47526875719444783,18.39,38.693896288402684
0.5125818925171269,18.39,35.87719400248914
0.49945800067504575,18.39,36.81991273569524
0.42713638975215057,18.39,43.05416359086368
0.4423312791509569,18.39,41.57517423434109
0.48805551279439474,18.39,37.680139897830095
0.46454150025348107,18.39,39.5874211237647
0.4917127447622202,18.39,37.39988478210574
0.46188372146774226,18.39,39.81521570312443
0.4680300136588908,18.39,39.29235190759152
0.49236405280742873,18.39,37.35041154028484
0.4850886940878429,18.39,37.910592895966
0.4205768478813158,18.39,43.72565939528261
0.4134319763322822,18.39,44.48131990937162
0.48684863026849756,18.39,37.773547786008756
0.4247420575217677,18.39,43.29686611987448
0.48295271374963167,18.39,38.07826206673639
0.45131790254696075,18.39,40.74733108573391
0.49335844412300556,18.39,37.27512971363059
0.4797695826203372,18.39,38.33090021997668
0.4365310231648656,18.39,42.12759007749745
0.4396695930170722,18.39,41.826863381216185
0.42514096095102893,18.39,43.256241315497014
0.44603999666087923,18.39,41.22948645339036
0.440703845765903,18.39,41.728703247505955
0.4890942667838236,18.39,37.600113615987766
0.48825899186318,18.39,37.66443692070959
0.4276116524931294,18.39,43.00631166802799
0.47587928397255813,18.39,38.644254161440806
0.44535886277778464,18.39,41.29254301867534
0.4946434186161486,18.39,37.17829714878091
0.45846235142207625,18.39,40.11234497872549
0.4281060953257616,18.39,42.956641357807285
0.4549234106409556,18.39,40.4243869843712
0.44607845490522136,18.39,41.22593189107808
0.4517268750367452,18.39,40.71044034850503
0.4227139108830385,18.39,43.50460092875525
0.4322430383872071,18.39,42.54550881517281
0.49358855934139967,18.39,37.25775172856107
0.436508933305544,18.39,42.12972197553518
0.4296227294406655,18.39,42.804997826679966
0.4605223473188076,18.39,39.9329155405114
0.4542304186348805,18.39,40.486060038137275
0.4281328180121996,18.39,42.953960141116724
0.42671382500656374,18.39,43.09679912460564
0.45074837643018717,18.39,40.7988158396579
0.5097032942678087,18.39,36.07981389725433
0.49999265660201286,18.39,36.78054018828957
0.43577506116005116,18.39,42.20067103208032
0.4169705240656656,18.39,44.10383693477551
0.49360743116897254,18.39,37.25632727296746
0.48913716136779095,18.39,37.596816297039084
0.4245451432221875,18.39,43.31694825295767
0.43162276273943667,18.39,42.60665003690209
0.4578055697707089,18.39,40.1698913563035
0.48792794230708564,18.39,37.68999150375763
0.5023654703013435,18.39,36.60681533101543
0.4911504257605485,18.39,37.44270397714307
0.5121103065177501,18.39,35.91023216277056
0.5091063727392459,18.39,36.12211707555857
0.427673494267505,18.39,43.0000929365458
0.48897563297950236,18.39,37.609236042997054
0.5003966111914425,18.39,36.750848404455574
0.46215752961221707,18.39,39.79162692736071
0.48811980418905077,18.39,37.67517695896944
0.4456320091066157,18.39,41.267233107575684
0.5089945925427624,18.39,36.13004984616805
0.4984625896735366,18.39,36.893440713463285
0.5094506777370668,18.39,36.09770445627179
0.48084889646261014,18.39,38.24486264871769
0.43605735731432227,18.39,42.17335103176342
0.4264092622900729,18.39,43.127581003364455
0.4571466936821203,18.39,40.22778739112482
0.5033387066920814,18.39,36.536033798906956
0.5015434449208821,18.39,36.666813585612715
0.4716997531547039,18.39,38.98666445553261
0.47881554921310815,18.39,38.40727401234645
0.4954832730085638,18.39,37.11527916641124
0.43574083188341023,18.39,42.20398607243801
0.4221346554042223,18.39,43.564298179665776
0.4672894088481507,18.39,39.35462617338278
0.4549072773686448,18.39,40.42582063398655
0.4631135682309796,18.39,39.70948221242337
0.4654377070743445,18.39,39.51119499018708
0.4682368771975206,18.39,39.274992841374136
0.45656838782176606,18.39,40.278741346365486
0.4617501915527046,18.39,39.82672955296641
0.48179815729542597,18.39,38.169510865778875
0.4274347428823195,18.39,43.02411141403894
0.44515475801232957,18.39,41.31147577106353
0.4269376570094792,18.39,43.07420462466184
0.501956838682105,18.39,36.636616104849196
0.4693222628053496,18.39,39.184162903491355
0.4823671249822756,18.39,38.12448868831128
0.47250091149455553,18.39,38.920559839410814
0.43948089591532846,18.39,41.84482231405814
0.470491030631351,18.39,39.08682377073691
0.4837063323452227,18.39,38.018935809331104
0.43463086483295643,18.39,42.31176726730604
0.4807437296937566,18.39,38.25322903684006
0.48633887399601006,18.39,37.81314014423382
0.41932585476578105,18.39,43.85610806248027
0.49450477834044965,18.39,37.18872052504033
0.4255347978292492,18.39,43.216207214572385
0.41390988925827804,18.39,44.42996042678438
0.41189500755070174,18.39,44.64730007133263
0.4955904214144248,18.39,37.10725471149055
0.49855734564401766,18.39,36.886428734179994
0.4322970389860564,18.39,42.54019422185578
0.480290869025009,18.39,38.289297561146064
0.4233748191479306,18.39,43.436688173876455
0.5014487484907697,18.39,36.673737954973696
0.45648852968866344,18.39,40.28578771199889
0.4854473536885683,18.39,37.88258368341593
0.4906687848567185,18.39,37.479457767769176
0.4343466599224416,18.39,42.33945301498066
0.4304632670192198,18.39,42.721415295997616
0.4531463847955671,18.39,40.58291231496083
0.46871948619995735,18.39,39.234554016716864
0.4710421126408721,18.39,39.04109527892838
0.4890394749060146,18.39,37.604326324647424
0.46658205995735114,18.39,39.41428867128105
0.47164817693530503,18.39,38.99092777055834
0.5077732568198013,18.39,36.21695265161679
0.4715009596477059,18.39,39.00310195283709
0.4484583292764458,18.39,41.00715451014345
0.508867703240268,18.39,36.13905909708902
0.4925567143707439,18.39,37.33580207812979
0.45892900678742593,18.39,40.07155731718256
0.5065805695249813,18.39,36.30222141611991
0.4566064521582018,18.39,40.27538356735345
0.44344821363392023,18.39,41.47045683034704
0.416310741530021,18.39,44.173734101631055
0.43644049469521107,18.39,42.13632837356828
0.4718795370633621,18.39,38.97181071772278
0.46088671730690867,18.39,39.90134518837507
0.4491703141751111,18.39,40.942153609979165
0.45849398415900794,18.39,40.109577519826864
0.4842942207771055,18.39,37.9727843344716
0.43416423110382907,18.39,42.35724337135016
0.480607682060231,18.39,38.26405753892073
0.4582935528178475,18.39,40.12711915087589
0.46793475134136664,18.39,39.30035105809906
0.4992735358352321,18.39,36.83351645954049
0.5050285017516845,18.39,36.413786422379204
0.48890998897507837,18.39,37.61428568590242
0.4575223002282826,18.39,40.1947620713225
0.45878796278957534,18.39,40.08387641250003
0.4446679084945486,18.39,41.35670609165503
0.48206411549506567,18.39,38.1484524752771
0.4575375122328396,18.39,40.19342569367597
0.5020532983042328,18.39,36.6295771028997
0.4654072077947771,18.39,39.51378425602109
0.4408575949682232,18.39,41.71415035126149
0.47273094462111515,18.39,38.90162090983749
0.49861944290685195,18.39,36.88183495771839
0.46743982671545237,18.39,39.341962214089776
0.46500643251192025,18.39,39.54784001730682
0.5063320287936823,18.39,36.32004091033606
0.47152783173845886,18.39,39.00087918924865
0.4541127232737958,18.39,40.49655307480168
0.49155389725381926,18.39,37.41197069688601
0.5040076932911071,18.39,36.48753827529021
0.4533748113815349,18.39,40.56246517966346
0.42922264471437693,18.39,42.84489699334827
